City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
359,mareeba,-17.0,145.4333,34.34,34,10,1.72,AU,1736485561
360,pisco,-13.7,-76.2167,20.03,83,0,1.03,PE,1736485265
361,djibo,14.1022,-1.6306,18.72,23,100,4.26,BF,1736485564
362,glace bay,46.1969,-59.957,1.86,95,100,5.81,CA,1736485565
363,okhotsk,59.3833,143.3,-19.1,77,17,6.28,RU,1736485566
364,cam ranh,11.9214,109.1591,27.98,51,20,11.32,VN,1736485568
365,papao,-17.75,-149.55,28.82,80,98,6.6,PF,1736485569
366,kuanda,56.3161,116.0806,-26.02,95,24,0.67,RU,1736485570
367,wuhai,39.6647,106.8122,-3.54,48,62,9.35,CN,1736485572
368,dunbar,38.3606,-81.7374,-11.79,87,68,0.89,US,1736485520
369,gao,16.6362,1.637,15.6,18,100,7.76,ML,1736485574
370,plainview,40.7765,-73.4673,-2.29,65,0,5.14,US,1736485576
371,marka,1.7159,44.7717,25.66,74,74,9.23,SO,1736485577
372,nishinoomote,30.7333,131.0,5.31,52,20,8.23,JP,1736485579
373,nikolayevsk-on-amure,53.1406,140.73,-17.61,89,13,2.06,RU,1736485580
374,turpan,42.9333,89.1667,2.17,31,34,0.53,CN,1736485583
375,inari,68.906,27.0288,-23.11,100,37,1.92,FI,1736485391
376,olinda,-8.0089,-34.8553,27.85,78,75,3.09,BR,1736485586
377,virrat,62.2476,23.78,-7.32,95,98,2.39,FI,1736485587
378,dinguiraye,11.3,-10.7167,20.22,24,97,0.95,GN,1736485588
379,el doncello,1.6782,-75.2847,23.12,75,94,1.91,CO,1736485590
380,flin flon,54.7682,-101.865,-21.49,94,54,2.97,CA,1736485591
381,xinzhou,38.4092,112.7333,-3.07,25,5,0.31,CN,1736485594
382,mount isa,-20.7333,139.5,42.87,13,23,7.2,AU,1736485595
383,tobelo,1.7284,128.0095,29.04,73,53,1.43,ID,1736485597
384,boende,-0.2167,20.8667,20.98,95,96,0.76,CD,1736485599
385,ende,-8.8432,121.6623,28.31,77,100,0.6,ID,1736485600
386,amilly,47.9728,2.7719,2.81,86,100,3.73,FR,1736485601
387,tanout,14.9709,8.8879,11.59,34,0,6.62,NE,1736485603
388,vadso,70.0744,29.7487,-8.91,86,0,7.72,NO,1736485391
389,gebeit,21.0667,36.3167,15.26,72,10,0.99,SD,1736485607
390,port saint john's,-31.6229,29.5448,23.0,90,46,6.5,ZA,1736485609
391,yemetsk,63.4721,41.7941,-16.01,93,8,2.28,RU,1736485610
392,al fallujah,33.3538,43.7795,11.7,58,39,2.55,IQ,1736485611
393,pont rouge,48.8833,-72.0825,-8.41,86,38,5.78,CA,1736485613
394,keflavik,64.0049,-22.5624,1.24,86,0,5.14,IS,1736485614
395,kitakata,37.65,139.8667,0.57,93,76,5.35,JP,1736485615
396,clausthal-zellerfeld,51.8,10.3333,-1.94,86,100,5.13,DE,1736485617
397,tanjung selor,2.8372,117.3642,29.51,77,87,1.09,ID,1736485618
398,oamaru,-45.0784,170.9801,16.32,73,65,3.05,NZ,1736485619
399,mpongwe,-13.5091,28.155,18.16,98,100,2.77,ZM,1736485621
400,basco,20.4487,121.9702,20.58,78,100,16.43,PH,1736485624
401,davangere,14.4667,75.9167,24.1,54,100,5.03,IN,1736485625
402,tofol,5.3248,163.0078,28.16,78,46,8.83,FM,1736485626
403,borba,-4.3878,-59.5939,22.75,99,98,0.53,BR,1736485628
404,mil'kovo,55.6078,37.7956,2.25,96,100,5.15,RU,1736485629
405,northam,51.0333,-4.2167,2.11,83,100,1.79,GB,1736485630
406,melfort,52.8667,-104.6177,-23.06,100,33,1.96,CA,1736485632
407,eureka,40.8021,-124.1637,9.07,99,0,1.12,US,1736485633
408,saint-pierre,-21.3393,55.4781,29.82,66,20,6.69,RE,1736485443
409,bonthe,7.5264,-12.505,24.99,89,100,1.13,SL,1736485636
410,yilan,24.757,121.753,10.59,84,100,2.51,TW,1736485637
411,fort leonard wood,37.7057,-92.1572,-2.06,93,100,0.0,US,1736485639
412,horta,38.5333,-28.6333,17.79,92,100,3.13,PT,1736485641
413,bamboo flat,11.7,92.7167,29.05,74,75,3.6,IN,1736485642
414,testour,36.5513,9.4431,11.03,90,1,3.73,TN,1736485644
415,georgiyevka,43.0369,74.7114,-7.98,79,3,3.0,KZ,1736485645
416,igarka,67.4667,86.5833,-31.56,100,45,3.18,RU,1736485646
417,fale old settlement,-9.3852,-171.2468,28.27,69,95,7.85,TK,1736485650
418,kadugli,11.0167,29.7167,19.34,27,41,4.23,SD,1736485651
419,sinop,41.7711,34.8709,7.43,58,21,3.93,TR,1736485652
420,cascais,38.6979,-9.4215,15.11,74,68,2.83,PT,1736485607
421,ardmore,34.1743,-97.1436,-1.93,94,100,2.06,US,1736485655
422,saint-joseph,-21.3667,55.6167,29.21,74,100,5.24,RE,1736485656
423,dalnerechensk,45.9339,133.7225,-11.69,81,45,2.53,RU,1736485621
424,vilhena,-12.7406,-60.1458,20.12,97,100,0.99,BR,1736485386
425,vorkuta,67.5,64.0,-13.54,95,100,4.36,RU,1736485660
426,nieuw amsterdam,5.8833,-55.0833,24.65,79,28,2.6,SR,1736485662
427,tame,6.461,-71.73,24.52,56,10,1.79,CO,1736485663
428,san cristobal,7.7669,-72.225,21.74,93,85,1.41,VE,1736485393
429,onega,63.9061,38.1404,-20.5,97,33,1.09,RU,1736485666
430,darzab,35.9774,65.3783,0.74,58,93,0.68,AF,1736485667
431,ballina,-28.8667,153.5667,25.63,65,62,5.68,AU,1736485668
432,kudahuvadhoo,2.6708,72.8944,27.99,77,84,5.87,MV,1736485670
433,fort mcmurray,56.7268,-111.381,-7.48,92,97,3.59,CA,1736485671
434,strezhevoy,60.7333,77.5889,-10.21,94,100,7.66,RU,1736485672
435,jindabyne,-36.4167,148.6333,18.1,90,100,2.24,AU,1736485674
436,nacala,-14.5428,40.6728,28.77,74,47,2.18,MZ,1736485675
437,praia,14.9215,-23.5087,21.3,78,0,6.17,CV,1736485678
438,birjand,32.8663,59.2211,-1.74,59,0,2.06,IR,1736485504
439,pollenca,39.8768,3.0163,12.93,82,49,6.2,ES,1736485681
440,margate,51.3813,1.3862,-0.17,84,8,2.74,GB,1736485682
441,hammerfest,70.6634,23.6821,-8.75,73,0,1.03,NO,1736485683
442,dausa,26.8833,76.3333,17.01,36,0,2.29,IN,1736485685
443,sirte,31.2089,16.5887,13.03,58,39,4.8,LY,1736485686
444,yelizovo,53.1873,158.3805,-5.92,38,0,0.0,RU,1736485687
445,kingston,17.997,-76.7936,25.53,78,20,3.6,JM,1736485623
446,vrontados,38.4089,26.1328,8.92,93,20,1.03,GR,1736485691
447,beau vallon,-20.4189,57.6953,28.13,83,75,7.2,MU,1736485694
448,laguna,38.421,-121.4238,8.52,82,0,2.57,US,1736485615
449,floro,61.5996,5.0328,-2.02,86,0,3.6,NO,1736485697
450,i-n-salah,27.1935,2.4607,11.92,28,24,4.32,DZ,1736485698
451,ipora,-16.4419,-51.1178,21.27,98,86,1.2,BR,1736485700
452,totness,5.8833,-56.3167,24.88,73,9,3.3,SR,1736485702
453,port blair,11.6667,92.75,29.02,74,75,3.6,IN,1736485704
454,tadmur,34.5608,38.2805,6.98,57,3,2.16,SY,1736485705
455,anloga,5.7947,0.8973,26.39,82,3,2.46,GH,1736485706
456,nahrin,36.0649,69.1334,6.59,43,70,0.72,AF,1736485454
457,sao felix do xingu,-6.6447,-51.995,22.17,99,100,0.55,BR,1736485709
458,millau,44.0833,2.9167,2.4,83,81,0.33,FR,1736485710
459,menongue,-14.6585,17.691,16.77,89,56,1.68,AO,1736485712
460,gaigeturi,33.4644,126.3183,2.03,69,75,4.63,KR,1736485590
461,novopetrovskoye,55.9928,36.4719,-0.11,96,100,4.31,RU,1736485714
462,sabang,5.8933,95.3214,28.21,74,31,9.9,ID,1736485716
463,colon,9.3592,-79.9014,23.97,90,82,3.16,PA,1736485426
464,radzymin,52.4159,21.1841,3.13,85,100,10.26,PL,1736485720
465,trincomalee,8.5711,81.2335,25.72,87,27,6.46,LK,1736485604
466,yeppoon,-23.1333,150.7333,27.71,66,30,7.2,AU,1736485722
467,liaocheng,36.4439,115.9647,3.86,17,51,3.62,CN,1736485724
468,pandhana,21.7,76.2167,22.43,28,96,3.05,IN,1736485725
469,al jubayl,27.0112,49.6583,16.36,59,31,4.83,SA,1736485726
470,princeville,45.7668,-61.2985,1.13,95,100,5.14,CA,1736485728
471,yulinshi,38.2906,109.7494,-4.46,42,4,5.82,CN,1736485729
472,yuzhno-kurilsk,44.0306,145.8556,-0.44,86,100,7.6,RU,1736485730
473,bafoulabe,13.8065,-10.8321,22.97,18,29,0.99,ML,1736485635
474,joshimath,30.5667,79.5667,11.43,19,0,0.89,IN,1736485733
475,cambria,35.5641,-121.0808,13.36,49,0,0.45,US,1736485734
476,gunjur,13.2019,-16.7339,20.04,73,0,2.06,GM,1736485736
477,nhamunda,-2.1861,-56.7131,22.48,99,100,0.95,BR,1736485563
478,buncrana,55.1333,-7.45,-4.73,94,84,2.12,IE,1736485738
479,rengasdengklok,-6.1592,107.2981,30.79,63,94,4.5,ID,1736485740
480,lihue,21.9789,-159.3672,22.57,89,75,7.2,US,1736485741
481,marsa alam,25.0757,34.8918,17.59,56,0,2.16,EG,1736485742
482,kurumkan,54.3,110.3,-18.27,91,27,0.45,RU,1736485744
483,erenhot,43.6475,111.9767,-11.37,46,1,2.23,CN,1736485745
484,semey,50.4111,80.2275,-3.88,63,0,4.0,KZ,1736485496
485,puerto baquerizo moreno,-0.9,-89.6,23.79,89,83,3.47,EC,1736485749
486,seaford,50.7714,0.1027,-0.62,91,65,1.95,GB,1736485751
487,adam,22.3756,57.5233,18.93,58,5,5.08,OM,1736485752
488,vila velha,-20.3297,-40.2925,22.19,98,40,1.54,BR,1736485685
489,qaisumah,28.3112,46.1273,7.98,93,0,1.54,SA,1736485728
490,taro,-8.3862,115.28,28.83,61,91,2.32,ID,1736485756
491,mejit,10.2753,170.8646,26.75,82,84,10.01,MH,1736485757
492,dakhla,23.6848,-15.958,17.25,37,0,7.02,EH,1736485759
493,nova olimpia,-14.7972,-57.2881,22.43,98,100,1.78,BR,1736485760
494,hadgaon,19.5,77.6667,23.43,35,88,3.51,IN,1736485574
495,bloomfield,40.8068,-74.1854,-2.84,63,0,9.26,US,1736485763
496,chapada dos guimaraes,-15.4606,-55.7497,19.52,94,97,1.67,BR,1736485764
497,qorovulbozor,39.5006,64.7936,3.14,39,0,1.17,UZ,1736485765
498,lompoc,34.6391,-120.4579,7.5,63,0,4.63,US,1736485767
499,kunming,25.0389,102.7183,8.08,80,100,2.14,CN,1736485768
500,arraial do cabo,-22.9661,-42.0278,24.03,79,44,5.65,BR,1736485769
501,san salvador,13.6894,-89.1872,20.48,95,46,1.22,SV,1736485378
502,akrehamn,59.2667,5.1833,-5.86,93,20,2.06,NO,1736485772
503,belmonte,-15.8631,-38.8828,24.88,90,100,4.57,BR,1736485773
504,port isabel,26.0734,-97.2086,5.01,93,100,6.17,US,1736485775
505,cole harbour,44.6724,-63.4751,1.44,88,100,0.89,CA,1736485776
506,beledweyne,4.7358,45.2036,24.17,62,27,8.29,SO,1736485777
507,najran,17.4924,44.1277,11.3,69,0,0.5,SA,1736485779
508,lethem,3.3803,-59.7968,24.86,51,48,5.9,GY,1736485780
509,al jawf,29.5,38.75,8.04,64,0,4.82,SA,1736485781
510,pandan,14.0453,124.1694,24.82,92,100,7.92,PH,1736485783
511,zaio,34.9428,-2.7329,12.21,51,15,2.45,MA,1736485784
512,bokoro,12.3807,17.0568,15.71,27,2,4.79,TD,1736485786
513,castellammare di stabia,40.7155,14.4891,13.2,100,45,2.18,IT,1736485787
514,holualoa,19.6228,-155.9522,21.78,86,96,2.32,US,1736485788
515,taghazout,30.5426,-9.7112,16.13,48,0,2.22,MA,1736485790
516,la romana,18.4273,-68.9728,23.31,84,100,3.72,DO,1736485791
517,christchurch,-43.5333,172.6333,18.11,59,100,5.14,NZ,1736485256
518,hadibu,12.65,54.0333,23.59,62,15,5.83,YE,1736485794
519,filadelfia,39.9523,-75.1638,-2.49,54,0,8.23,US,1736485795
520,howrah,22.5892,88.3103,21.0,56,0,3.09,IN,1736485796
521,gobabis,-22.45,18.9667,22.28,29,44,2.77,NA,1736485798
522,wewak,-3.5534,143.6268,28.61,78,100,2.28,PG,1736485799
523,peringat,6.0333,102.2833,29.41,73,71,1.84,MY,1736485800
524,reggane,26.7158,0.1714,13.42,21,17,4.26,DZ,1736485802
525,tutoia,-2.7619,-42.2744,26.65,83,100,4.69,BR,1736485805
526,general villegas,-35.0328,-63.0125,20.95,72,98,3.22,AR,1736485806
527,obo,5.3998,26.4869,19.93,29,83,1.56,CF,1736485807
528,caparica,38.6667,-9.2,13.85,73,75,0.0,PT,1736485809
529,fameck,49.3033,6.1086,1.21,96,68,2.99,FR,1736485810
530,machico,32.7,-16.7667,16.35,88,20,1.54,PT,1736485811
531,cienfuegos,22.1461,-80.4356,14.08,88,24,2.06,CU,1736485813
532,laem sing,12.4816,102.0738,29.44,49,69,4.96,TH,1736485814
533,qamdo,31.1667,97.2333,1.14,23,61,2.8,CN,1736485815
534,jayapura,-2.5333,140.7,32.66,67,90,2.81,ID,1736485817
535,masinloc,15.5333,120.05,26.1,57,87,0.58,PH,1736485818
536,ataq,14.5377,46.8319,15.16,58,0,1.77,YE,1736485819
537,ardestan,33.3761,52.3694,7.3,50,0,0.54,IR,1736485634
538,micheweni,-4.9667,39.8333,27.8,71,95,2.78,TZ,1736485822
539,satsuma,30.8532,-88.0561,7.56,52,95,2.9,US,1736485793
540,mahina,-17.5065,-149.489,28.87,79,75,2.06,PF,1736485825
541,vernal,40.4555,-109.5287,-6.16,68,0,3.09,US,1736485629
542,ishim,56.1128,69.4902,-3.34,89,100,8.88,RU,1736485829
543,guitiriz,43.1817,-7.8966,10.56,87,98,3.96,ES,1736485830
544,bukama,-9.2,25.85,20.83,99,100,0.48,CD,1736485831
545,vuktyl,63.8567,57.3094,-10.1,90,100,5.87,RU,1736485833
546,trat,12.5,102.5,30.32,41,50,8.18,TH,1736485834
547,cartagena del chaira,1.3349,-74.8429,23.29,82,97,1.25,CO,1736485835
548,muroto-misakicho,33.2833,134.15,7.6,49,64,8.78,JP,1736485837
549,moyynkum,44.2914,72.9469,-1.56,62,0,9.37,KZ,1736485838
550,pathein,16.7833,94.7333,28.81,41,0,3.51,MM,1736485578
551,nueve de julio,-35.4444,-60.8831,21.65,64,46,0.45,AR,1736485841
552,al mijlad,11.0333,27.7333,17.25,31,43,5.09,SD,1736485842
553,al khafji,28.4391,48.4913,14.84,54,0,4.07,SA,1736485751
554,rakhiv,48.0526,24.2009,4.49,94,100,3.76,UA,1736485845
555,burang,30.25,81.1667,-8.97,43,0,1.12,CN,1736485846
